_id,id,asset_id,location,alternative_name,type,location_details,url,address,PostedDate,AssetName,Reason,Comments,Status,geometry,,,,,,,,,,Type of Fountains,,,
183,68,2293,Grace - College Parkette,Grace - College Parkette Drinking Fountain,Drinking Fountain,Located at the southwest corner of Grace and College Streets.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=68, Grace St  ,2026-05-22T14:13:06,Grace - College Parkette Drinking Fountain,None,None,1,"{""coordinates"": [[-79.41563696, 43.65486119]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
184,373,80067,Glenn Gould Park,Glenn Gould Park Bottle Filling Station,Bottle Filling Station,Located on the pathway near the corner of St. Clair Avenue West and Avenue Road.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=373,480 Avenue Rd  ,2026-05-22T14:12:51,Glenn Gould Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.40190262, 43.686698459999995]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
185,1057,2364,Dentonia Park,Dentonia Park Sports Fields Drinking Water Station,"Drinking Fountain, Dog Fountain",Located on a pathway near the northwest corner of the sports field.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1057,80 Thyra Ave  ,2026-05-22T14:12:19,Dentonia Park Sports Fields Drinking Water Station,None,None,1,"{""coordinates"": [[-79.29271541, 43.693941009999996]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
186,1057,102019,Dentonia Park,Dentonia Park Basketball Court Bottle Filling Station,Bottle Filling Station,Located on the washroom building next to the basketball court.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1057,80 Thyra Ave  ,2026-05-22T14:12:12,Dentonia Park Basketball Court Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.29270842, 43.69412412]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
187,3628,102036,Cudmore Creek Park,Cudmore Creek Park Bottle Filling Station,Bottle Filling Station,Located on the pathway east of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3628,250 Manor Rd  E ,2026-05-22T14:10:31,Cudmore Creek Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.38500185000001, 43.70533067]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
188,370,2382,Craigleigh Gardens,Craigleigh Gardens Drinking Water Station,"Drinking Fountain, Dog Fountain",Located on the pathway just inside the gates from South Drive.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=370,160 South Dr  ,2026-05-22T14:10:18,Craigleigh Gardens Drinking Water Station,None,None,1,"{""coordinates"": [[-79.37345020000001, 43.677321680000006]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
189,226,2396,Columbus Parkette,Columbus Parkette Drinking Fountain,Drinking Fountain,Located on the south side of the wading pool. ,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=226,1985 Dundas St  W ,2026-05-22T14:09:58,Columbus Parkette Drinking Fountain,None,None,1,"{""coordinates"": [[-79.44598169, 43.651026110000004]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
190,190,102043,Chelsea Avenue Playground,Chelsea Avenue Playground Bottle Filling Station,Bottle Filling Station,Located on the pathway between the wading pool and the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=190,103 Chelsea Ave  ,2026-05-22T14:09:40,Chelsea Avenue Playground Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.45574147999999, 43.65736977]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
191,192,2415,Chorley Park,Chorley Park Drinking Water Station,"Drinking Fountain, Dog Fountain",Located on the grassy area 40 metres from Roxborough Drive.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=192,245 Douglas Dr  ,2026-05-22T14:09:23,Chorley Park Drinking Water Station,None,None,1,"{""coordinates"": [[-79.37063658999999, 43.68520743]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
192,1046,2475,Ben Nobleman Park,Ben Nobleman Park Drinking Fountain,Drinking Fountain,Located on the grassy area in the southwest corner of the park.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1046,1075 Eglinton Ave  W ,2026-05-22T14:08:54,Ben Nobleman Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.43559542, 43.69821163]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
193,2519,102105,Asquith Green Park,Asquith Green Park Bottle Filling Station,Bottle Filling Station,Located on the pathway at the east entrance to the park.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2519,19 Park Rd  ,2026-05-22T14:08:38,Asquith Green Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.38416858000001, 43.67191642]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
194,1,2523,Ashbridges Bay Park,Ashbridges Bay Park Picnic Site 1 Drinking Water Station,"Drinking Fountain, Dog Fountain",Located on the pathway on the west side of Picnic Site #1.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1,1561 Lake Shore Blvd  E ,2026-05-22T14:08:21,Ashbridges Bay Park Picnic Site 1 Drinking Water Station,None,None,1,"{""coordinates"": [[-79.3073938, 43.65826136]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
195,1,2524,Ashbridges Bay Park,Ashbridges Bay Park Boardwalk Drinking Fountain,Drinking Fountain,Located on the boardwalk in front of the washrooms.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1,1561 Lake Shore Blvd  E ,2026-05-22T14:08:14,Ashbridges Bay Park Boardwalk Drinking Fountain,None,None,1,"{""coordinates"": [[-79.30883534, 43.65876673]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
196,1,102012,Ashbridges Bay Park,Ashbridges Bay Park Boardwalk Bottle Filling Station,Bottle Filling Station,Located on the boardwalk in front of the washrooms.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1,1561 Lake Shore Blvd  E ,2026-05-22T14:08:05,Ashbridges Bay Park Boardwalk Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.30890403, 43.65877231]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
197,2178,75145,Brookbanks Park,Brookbanks Park Playground Drinking Fountain,Drinking Fountain,Located on the north side of the pathway across from the playground near Valley Woods Road.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2178,75 Brookbanks Dr  ,2026-05-22T09:45:54,Brookbanks Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.33317599, 43.75772952]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
198,764,13297,Three Valleys Park,Three Valleys Park Playground Drinking Fountain,Drinking Fountain,Located southeast of the playground on the west side of the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=764,82 Three Valleys Dr  ,2026-05-22T09:45:32,Three Valleys Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.33805776999999, 43.74985804]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
199,654,2278,Havenbrook Park,Havenbrook Park Drinking Fountain,Drinking Fountain,Located east of the pathway near Havenbrook Boulevard park entrance.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=654,15 Havenbrook Blvd  ,2026-05-22T09:45:17,Havenbrook Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.35649117999999, 43.7683542]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
200,945,2508,Albert Standing Park,Albert Standing Park Drinking Fountain,Drinking Fountain,Located on the pathway norht of the shade structures.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=945,50 Bogert Ave  ,2026-05-22T09:45:01,Albert Standing Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.41303903, 43.7605197]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
201,2656,13283,Lord Seaton Park,Lord Seaton Park Playground Drinking Fountain,Drinking Fountain,Located next to the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2656,168 Upper Canada Dr  ,2026-05-22T09:44:45,Lord Seaton Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.39664901, 43.75972989]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
202,2308,13247,Brookdale Park,Brookdale Park Drinking Fountain,Drinking Fountain,Located on the pathway north of the playground. ,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2308,410 Fairlawn Ave  ,2026-05-22T09:44:29,Brookdale Park Drinking Fountain,None,None,1,"{""coordinates"": [[-79.41812087999999, 43.72600721]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
203,341,102118,Linus Park,Linus Park Soccer Field Bottle Filling Station,Bottle Filling Station,Located west of the soccer field along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=341,125 Seneca Hill Dr  ,2026-05-22T09:44:09,Linus Park Soccer Field Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.35840014, 43.78838582]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
204,2006,2159,Westmount Park,Westmount Park Playground Drinking Fountain,Drinking Fountain,Located north of the playground along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2006,22 Arcade Dr  ,2026-05-21T14:21:41,Westmount Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.51841623, 43.687833440000006]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
205,960,2634,Wincott Park,Wincott Park Playground Drinking Fountain,Drinking Fountain,Located south of the playground along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=960,86 Northcrest Rd  ,2026-05-21T14:21:34,Wincott Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.55133053, 43.69226246]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
206,37,2145,Maria Street Parkette,Maria Street Parkette Drinking Fountain,Drinking Fountain,Located at the entrance to the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=37,240 Maria St  ,2026-05-21T14:21:23,Maria Street Parkette Drinking Fountain,None,None,1,"{""coordinates"": [[-79.48054843000001, 43.666496550000005]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
207,572,2318,Firgrove Park,Firgrove Park Playground Drinking Fountain,Drinking Fountain,Located on the pathway north of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=572,254 Firgrove Cres  ,2026-05-21T13:14:17,Firgrove Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.52098995, 43.751871920000006]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
208,2318,2295,Gord and Irene Risk Park,Gord and Irene Risk Park Playground Drinking Fountain,Drinking Fountain,Located on the pathway north of the playground.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2318,2650 Finch Ave  W ,2026-05-21T13:14:08,Gord and Irene Risk Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.56756091, 43.747402539999996]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
209,46,102179,Geary Avenue Parkette,Geary Avenue Parkette Playground Drinking Fountain,Drinking Fountain,Located east of the playground near the side walk on Geary Avenue.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=46,15 Geary Ave  ,2026-05-21T13:13:43,Geary Avenue Parkette Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.43031501, 43.67116834]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
210,754,2179,West Rouge Park,West Rouge Park Soccer Field Drinking Fountain,Drinking Fountain,Located northeast of the soccer field along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=754,270 Rouge Hills Dr  ,2026-05-21T12:58:05,West Rouge Park Soccer Field Drinking Fountain,None,None,1,"{""coordinates"": [[-79.12497668, 43.79150513]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
211,590,102044,Seven Oaks Park,Seven Oaks Park Bottle Filling Station,Bottle Filling Station,"Located outside the washroom building, south of the tennis courts.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=590,372 Military Trl  ,2026-05-21T12:57:16,Seven Oaks Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.21000532, 43.78789525]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
212,1094,102100,Port Union Village Common Park,Port Union Village Common Park Playground Bottle Filling Station,Bottle Filling Station,Located north of the playground along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1094,105 Bridgend St  ,2026-05-21T12:56:44,Port Union Village Common Park Playground Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.13459916000001, 43.77628723]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
213,792,102225,Neilson Park - Scarborough,Neilson Park - Scarborough Playground Drinking Fountain,Drinking Fountain,Located along the pathway between the playground and the splash pad.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=792,1555 Neilson Rd  ,2026-05-21T12:56:30,Neilson Park - Scarborough Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.22500051, 43.81377534]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
214,792,103213,Neilson Park - Scarborough,Neilson Park - Scarborough Drinking Fountain,Drinking Fountain,Located on the outside of the washroom building.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=792,1555 Neilson Rd,2026-05-21T12:56:18,Neilson Park - Scarborough Drinking Fountain,None,None,1,"{""coordinates"": [[-79.22448168, 43.81366054]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
215,1470,102060,Morningside Park,Morningside Park West Parking Lot Bottle Filling Station,Bottle Filling Station,Located in the washroom building along the pathway between Picnic Site #8 and #9.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1470,390 Morningside Ave  ,2026-05-21T12:55:50,Morningside Park West Parking Lot Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.20176467, 43.77763263]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
216,1470,102058,Morningside Park,Morningside Park Central Picnic Site Bottle Filling Station,Bottle Filling Station,Located on the outside south side of the washroom building west of Picnic Site #1.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1470,390 Morningside Ave  ,2026-05-21T12:55:40,Morningside Park Central Picnic Site Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.19717372000001, 43.77775631]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
217,1470,79548,Morningside Park,Morningside Park Bottle Filling Station,Bottle Filling Station,"Located at the washroom building, west of the parking lot, east of the playground.",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1470,390 Morningside Ave  ,2026-05-21T12:55:24,Morningside Park Bottle Filling Station,None,None,1,"{""coordinates"": [[-79.19403549, 43.77914897]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
218,613,102231,Littles Road Park,Littles Road Park Playground Drinking Fountain,Drinking Fountain,Located west of the playground along the pathway.,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=613,30 Littles Rd  ,2026-05-21T12:55:01,Littles Road Park Playground Drinking Fountain,None,None,1,"{""coordinates"": [[-79.20445429, 43.816218760000005]], ""type"": ""MultiPoint""}",,,,,,,,,,,,,
